ticket_id,customer_id,created_date,resolved_date,category,priority,status,first_contact_resolution,csat_score
TKT-000310,CUST-0095,2025-10-23,2024-09-07,Technical Support,Low,Closed,0,1
TKT-000311,CUST-0073,2024-01-25,2024-09-28,Billing,Low,Closed,1,3
TKT-000312,CUST-0053,2025-10-25,2024-07-20,Technical Support,Low,Closed,0,3
TKT-000313,CUST-0025,2025-06-19,2025-11-24,Returns,Medium,Resolved,0,4
TKT-000314,CUST-0089,2024-02-29,2025-11-06,Product Inquiry,Low,Closed,0,3
TKT-000315,CUST-0085,2025-04-11,2025-05-26,Billing,Medium,Closed,1,5
TKT-000316,CUST-0009,2025-03-09,2024-09-23,Billing,Medium,Closed,0,5
TKT-000317,CUST-0038,2024-03-06,2024-09-02,Billing,Medium,Closed,1,2
TKT-000318,CUST-0022,2025-07-18,2024-09-08,Technical Support,Medium,Closed,1,4
TKT-000319,CUST-0087,2024-04-15,2025-11-27,Technical Support,Low,Resolved,1,4
TKT-000320,CUST-0049,2024-04-05,2024-10-10,Product Inquiry,Medium,Closed,1,5
TKT-000321,CUST-0068,2025-11-18,2024-07-09,Product Inquiry,High,Closed,1,1
TKT-000322,CUST-0093,2025-07-04,2025-07-01,Billing,Medium,Closed,1,3
TKT-000323,CUST-0015,2024-06-16,2025-08-27,Product Inquiry,High,Closed,1,5
TKT-000324,CUST-0065,2024-02-11,2024-04-16,Technical Support,Medium,Closed,1,5
TKT-000325,CUST-0054,2024-04-13,2025-07-07,Product Inquiry,High,Closed,0,5
TKT-000326,CUST-0030,2024-07-22,2024-07-10,Technical Support,Low,Closed,0,5
TKT-000327,CUST-0093,2025-06-03,2025-09-25,Product Inquiry,Medium,Closed,1,2
TKT-000328,CUST-0020,2024-10-08,2025-08-11,Returns,Medium,Closed,1,4
TKT-000329,CUST-0033,2024-02-12,2025-11-20,Technical Support,Low,Closed,1,3
TKT-000330,CUST-0100,2024-04-19,2024-06-04,Returns,Medium,Closed,1,3
TKT-000331,CUST-0086,2024-07-28,2024-08-02,Technical Support,Low,Closed,1,5
TKT-000332,CUST-0077,2024-02-18,2024-09-21,Product Inquiry,Medium,Closed,1,2
TKT-000333,CUST-0007,2024-04-24,2024-04-30,Returns,Medium,In Progress,0,4
TKT-000334,CUST-0008,2024-06-03,2025-12-15,Product Inquiry,Medium,Closed,1,5
TKT-000335,CUST-0028,2025-10-10,2025-09-20,Technical Support,Critical,Closed,1,3
TKT-000336,CUST-0045,2025-05-17,2024-05-19,Returns,Low,Closed,1,5
TKT-000337,CUST-0073,2025-11-09,2024-10-04,Billing,Low,In Progress,1,5
TKT-000338,CUST-0089,2024-03-11,2024-05-08,Product Inquiry,Low,In Progress,1,4
TKT-000339,CUST-0080,2025-06-02,2025-10-19,Technical Support,High,Closed,1,3
TKT-000340,CUST-0074,2024-12-01,2025-02-02,Returns,Medium,Closed,1,4
TKT-000341,CUST-0011,2024-03-07,2024-10-22,Product Inquiry,Medium,In Progress,1,4
TKT-000342,CUST-0031,2025-05-07,2024-11-17,Returns,Low,Closed,1,4
TKT-000343,CUST-0012,2025-10-11,2025-03-28,Product Inquiry,Medium,Closed,1,3
TKT-000344,CUST-0095,2024-07-31,2025-12-19,Product Inquiry,Low,Resolved,1,5
TKT-000345,CUST-0078,2024-06-29,2024-06-14,Product Inquiry,Medium,Closed,0,3
TKT-000346,CUST-0051,2025-09-04,2025-04-29,Returns,High,Closed,1,5
TKT-000347,CUST-0044,2025-08-21,2025-08-02,Returns,Medium,Resolved,1,1
TKT-000348,CUST-0096,2025-11-27,2025-05-06,Product Inquiry,Medium,Closed,1,4
TKT-000349,CUST-0050,2025-08-25,2024-08-09,Billing,Medium,Closed,1,5
TKT-000350,CUST-0017,2024-09-04,2024-03-06,Billing,Medium,Closed,1,3
TKT-000351,CUST-0035,2024-08-01,2024-04-15,Billing,Medium,Closed,1,3
TKT-000352,CUST-0001,2024-12-24,2025-10-02,Technical Support,Medium,Closed,1,4
TKT-000353,CUST-0029,2024-09-05,2024-06-01,Billing,Low,Closed,1,5
TKT-000354,CUST-0051,2025-09-29,2024-11-29,Returns,Low,Closed,1,4
TKT-000355,CUST-0064,2025-05-30,2025-07-20,Billing,Medium,Resolved,1,4
TKT-000356,CUST-0004,2024-03-28,2025-10-29,Returns,Medium,Closed,1,3
TKT-000357,CUST-0087,2025-10-24,2024-11-23,Technical Support,Low,Resolved,1,5
TKT-000358,CUST-0028,2024-06-24,2025-10-23,Returns,Medium,Resolved,1,5
TKT-000359,CUST-0016,2025-03-01,2024-11-14,Returns,Low,Closed,1,4
TKT-000360,CUST-0063,2025-08-25,2025-03-25,Returns,Low,Closed,0,5
TKT-000361,CUST-0076,2024-03-21,2025-07-06,Billing,Medium,Resolved,0,4
TKT-000362,CUST-0053,2024-05-17,2024-05-15,Product Inquiry,Medium,Closed,0,4
TKT-000363,CUST-0085,2025-03-08,2025-01-04,Returns,Medium,Closed,1,3
TKT-000364,CUST-0017,2025-04-14,2024-03-22,Billing,Medium,Closed,0,4
TKT-000365,CUST-0040,2024-12-15,2025-01-20,Billing,Critical,Resolved,0,4
TKT-000366,CUST-0013,2024-05-05,2024-04-10,Billing,Medium,Closed,0,1
TKT-000367,CUST-0052,2024-11-04,2024-05-08,Product Inquiry,Low,Closed,1,4
TKT-000368,CUST-0058,2024-08-17,2026-01-17,Product Inquiry,Low,Closed,0,5
TKT-000369,CUST-0096,2025-04-04,2024-08-11,Product Inquiry,Low,Resolved,1,4
TKT-000370,CUST-0037,2024-12-10,2025-10-29,Product Inquiry,High,Closed,0,4
TKT-000371,CUST-0079,2024-11-05,2025-07-04,Technical Support,Low,Closed,1,5
TKT-000372,CUST-0076,2024-01-20,2025-09-16,Product Inquiry,Low,Closed,1,1
TKT-000373,CUST-0061,2025-07-14,2024-05-05,Product Inquiry,Low,Closed,1,4
TKT-000374,CUST-0079,2025-10-08,2024-12-31,Product Inquiry,High,Closed,1,5
TKT-000375,CUST-0034,2025-06-24,2025-02-26,Returns,Low,Closed,1,4
TKT-000376,CUST-0070,2025-07-13,2024-05-10,Returns,Critical,Closed,1,4
TKT-000377,CUST-0017,2025-04-21,2025-11-20,Product Inquiry,Low,In Progress,1,2
TKT-000378,CUST-0020,2024-09-25,2026-01-14,Technical Support,Low,Closed,1,5
TKT-000379,CUST-0073,2024-01-03,2026-01-16,Returns,Low,Closed,0,4
TKT-000380,CUST-0059,2024-01-16,2024-04-30,Billing,High,Resolved,1,5
TKT-000381,CUST-0069,2025-08-28,2025-12-16,Returns,High,Closed,0,4
TKT-000382,CUST-0087,2024-12-23,2025-12-02,Billing,Low,Closed,1,4
TKT-000383,CUST-0033,2025-10-07,2024-04-30,Returns,Low,Resolved,1,5
TKT-000384,CUST-0078,2024-05-12,2024-04-05,Product Inquiry,Medium,Closed,1,4
TKT-000385,CUST-0017,2024-11-07,2024-04-06,Returns,Low,Closed,1,4
TKT-000386,CUST-0057,2025-04-26,2025-10-02,Product Inquiry,Low,Closed,1,4
TKT-000387,CUST-0083,2025-06-27,2025-04-16,Product Inquiry,Low,Closed,1,5
TKT-000388,CUST-0097,2024-10-31,2024-07-17,Returns,Low,Closed,1,4
TKT-000389,CUST-0001,2024-09-25,2024-06-28,Billing,Low,Resolved,0,4
TKT-000390,CUST-0013,2025-02-17,2025-05-20,Billing,Low,Closed,1,2
TKT-000391,CUST-0027,2024-01-25,2025-11-19,Returns,Low,Closed,1,5
TKT-000392,CUST-0070,2024-11-11,2025-11-11,Product Inquiry,High,Closed,1,2
TKT-000393,CUST-0059,2025-07-24,2025-07-08,Billing,Low,In Progress,1,4
TKT-000394,CUST-0006,2025-10-29,2024-10-20,Technical Support,Medium,In Progress,0,4
TKT-000395,CUST-0097,2024-10-02,2025-06-07,Product Inquiry,Low,Closed,0,4
TKT-000396,CUST-0094,2025-01-23,2025-03-07,Returns,Medium,Resolved,1,4
TKT-000397,CUST-0099,2025-03-19,2024-06-01,Product Inquiry,Low,Resolved,1,2
TKT-000398,CUST-0023,2025-03-02,2025-06-22,Technical Support,Medium,Closed,1,4
TKT-000399,CUST-0010,2024-02-26,2024-03-27,Technical Support,Low,Closed,1,5
TKT-000400,CUST-0051,2025-11-27,2025-12-04,Billing,High,Closed,1,5
TKT-000401,CUST-0019,2025-07-19,2025-08-21,Technical Support,Low,Resolved,0,3
TKT-000402,CUST-0051,2025-01-02,2025-07-23,Product Inquiry,Low,Resolved,0,5
TKT-000403,CUST-0092,2024-12-07,2025-01-17,Billing,Critical,Closed,0,4
TKT-000404,CUST-0087,2024-10-30,2025-03-22,Technical Support,Medium,Closed,1,5
TKT-000405,CUST-0068,2025-01-08,2024-12-11,Billing,Low,Closed,0,4
TKT-000406,CUST-0084,2024-04-21,2024-06-05,Billing,High,Resolved,1,4
TKT-000407,CUST-0083,2024-01-06,2025-08-02,Returns,Low,Resolved,1,5
TKT-000408,CUST-0042,2024-10-05,2024-05-12,Billing,Low,Closed,0,5
TKT-000409,CUST-0091,2025-01-16,2024-12-03,Billing,Critical,Closed,0,4
TKT-000410,CUST-0057,2024-01-13,2025-05-25,Technical Support,Low,Closed,0,3
TKT-000411,CUST-0098,2024-10-29,2024-09-21,Product Inquiry,High,Resolved,1,4
TKT-000412,CUST-0068,2025-07-09,2024-11-26,Product Inquiry,Low,Closed,1,4
TKT-000413,CUST-0038,2025-09-08,2025-05-23,Technical Support,Medium,Closed,0,3
TKT-000414,CUST-0062,2024-06-08,2025-01-28,Product Inquiry,Medium,Resolved,1,3
TKT-000415,CUST-0007,2024-06-02,2024-08-31,Billing,Critical,Closed,1,5
TKT-000416,CUST-0071,2024-06-29,2024-07-26,Returns,Medium,Resolved,1,2
TKT-000417,CUST-0050,2025-06-09,2025-05-29,Billing,Low,Closed,1,4
TKT-000418,CUST-0052,2024-06-28,2024-06-02,Billing,Medium,Closed,1,3
TKT-000419,CUST-0026,2025-01-11,2024-03-24,Returns,Low,In Progress,1,4
TKT-000420,CUST-0026,2024-06-16,2024-05-31,Technical Support,High,Closed,1,2
TKT-000421,CUST-0019,2024-08-01,2025-11-19,Billing,High,Closed,1,3
TKT-000422,CUST-0009,2024-05-29,2025-01-09,Billing,Medium,Closed,1,5
TKT-000423,CUST-0061,2024-01-16,2026-01-10,Technical Support,High,Closed,1,5
TKT-000424,CUST-0020,2024-03-31,2025-10-03,Billing,Low,Closed,1,3
TKT-000425,CUST-0050,2024-04-29,2024-07-09,Billing,Medium,Resolved,1,4
TKT-000426,CUST-0080,2024-09-09,2025-06-07,Product Inquiry,Low,In Progress,1,4
TKT-000427,CUST-0081,2024-02-29,2024-03-21,Technical Support,Medium,Resolved,0,5
TKT-000428,CUST-0022,2024-09-22,2024-04-22,Billing,Low,Closed,0,5
TKT-000429,CUST-0013,2025-02-12,2025-09-01,Billing,High,Resolved,0,4
TKT-000430,CUST-0012,2024-01-31,2024-05-16,Returns,Low,Resolved,1,4
TKT-000431,CUST-0010,2024-01-21,2024-12-19,Returns,Medium,Closed,1,5
TKT-000432,CUST-0065,2025-08-15,2024-04-20,Returns,Low,Closed,0,1
TKT-000433,CUST-0096,2024-10-15,2025-03-21,Billing,High,Closed,0,4
TKT-000434,CUST-0030,2025-06-26,2025-01-18,Billing,Low,Resolved,0,5
TKT-000435,CUST-0008,2025-05-12,2025-04-05,Returns,Medium,Closed,0,5
TKT-000436,CUST-0021,2025-04-18,2024-11-29,Product Inquiry,Low,Resolved,0,4
TKT-000437,CUST-0022,2025-02-08,2025-05-30,Product Inquiry,Medium,Closed,1,4
TKT-000438,CUST-0018,2025-07-01,2024-05-09,Product Inquiry,Low,In Progress,0,4
TKT-000439,CUST-0066,2024-05-11,2026-01-11,Product Inquiry,Medium,Closed,0,4
TKT-000440,CUST-0048,2024-11-19,2024-05-06,Technical Support,Low,Closed,1,4
TKT-000441,CUST-0044,2024-05-11,2025-08-12,Returns,High,Closed,1,4
TKT-000442,CUST-0009,2025-06-04,2025-02-14,Billing,Low,Closed,0,5
TKT-000443,CUST-0067,2024-01-30,2024-05-06,Returns,Low,Resolved,0,5
TKT-000444,CUST-0054,2025-09-18,2025-07-12,Product Inquiry,Medium,In Progress,1,3
TKT-000445,CUST-0026,2024-10-27,2024-08-01,Billing,Low,Closed,1,4
TKT-000446,CUST-0085,2024-01-04,2024-02-28,Technical Support,Low,Closed,0,4
TKT-000447,CUST-0094,2024-11-20,2024-08-12,Returns,High,Closed,0,4
TKT-000448,CUST-0092,2025-05-23,2025-05-26,Billing,Critical,Closed,0,3
TKT-000449,CUST-0100,2024-08-24,2024-12-22,Billing,Medium,Closed,1,4
TKT-000450,CUST-0026,2025-06-18,2025-09-29,Product Inquiry,Low,Resolved,1,5
TKT-000451,CUST-0034,2024-01-16,2024-10-21,Product Inquiry,Low,In Progress,1,4
TKT-000452,CUST-0008,2025-06-17,2024-06-20,Returns,Medium,Closed,1,5
TKT-000453,CUST-0010,2025-08-06,2024-08-22,Technical Support,Low,Closed,1,5
TKT-000454,CUST-0048,2025-03-21,2024-03-22,Billing,High,Closed,1,2
TKT-000455,CUST-0055,2025-05-17,2025-09-10,Product Inquiry,Low,Closed,1,3
TKT-000456,CUST-0054,2024-08-17,2024-12-25,Returns,Critical,Closed,0,5
TKT-000457,CUST-0078,2024-04-16,2025-02-25,Product Inquiry,Medium,Closed,1,5
TKT-000458,CUST-0040,2025-01-23,2025-12-06,Returns,High,Closed,1,2
TKT-000459,CUST-0015,2024-09-19,2025-10-07,Product Inquiry,Low,Closed,1,1
TKT-000460,CUST-0081,2025-07-16,2024-04-15,Technical Support,High,Closed,1,3
TKT-000461,CUST-0018,2024-03-05,2024-11-18,Billing,Low,Closed,1,5
TKT-000462,CUST-0096,2024-09-21,2025-05-28,Product Inquiry,Medium,Closed,1,3
TKT-000463,CUST-0023,2024-12-03,2025-12-28,Billing,High,Resolved,0,4
TKT-000464,CUST-0062,2024-10-27,2025-05-20,Returns,Low,Resolved,1,5
TKT-000465,CUST-0046,2025-01-12,2025-12-20,Technical Support,Medium,Resolved,1,1
TKT-000466,CUST-0087,2024-06-23,2024-10-25,Billing,Medium,Closed,1,4
TKT-000467,CUST-0099,2024-05-31,2026-01-17,Product Inquiry,Low,Closed,0,3
TKT-000468,CUST-0039,2025-04-20,2024-05-07,Billing,Medium,Closed,0,5
TKT-000469,CUST-0015,2024-09-22,2025-08-06,Billing,Low,Closed,1,3
TKT-000470,CUST-0053,2024-11-24,2024-06-06,Returns,Low,Resolved,1,4
TKT-000471,CUST-0088,2024-06-11,2024-11-18,Technical Support,Medium,Closed,1,4
TKT-000472,CUST-0064,2025-03-13,2024-03-05,Technical Support,Medium,Closed,1,3
TKT-000473,CUST-0063,2024-12-08,2025-02-23,Billing,Low,Closed,1,1
TKT-000474,CUST-0092,2025-01-01,2024-12-19,Billing,High,Closed,1,4
TKT-000475,CUST-0080,2025-04-09,2025-12-22,Returns,High,In Progress,0,3
TKT-000476,CUST-0016,2024-07-17,2024-09-11,Billing,Medium,Closed,0,5
TKT-000477,CUST-0070,2025-05-14,2024-06-11,Returns,Medium,Closed,1,5
TKT-000478,CUST-0066,2024-01-16,2025-12-30,Technical Support,Low,Closed,1,4
TKT-000479,CUST-0013,2024-10-22,2024-10-29,Technical Support,Medium,In Progress,1,4
TKT-000480,CUST-0047,2025-05-25,2025-05-05,Returns,Medium,Closed,1,4
TKT-000481,CUST-0009,2024-08-26,2024-08-23,Billing,Low,Closed,0,5
TKT-000482,CUST-0063,2025-08-03,2024-10-03,Technical Support,Medium,Closed,1,4
TKT-000483,CUST-0034,2024-10-27,2025-07-31,Product Inquiry,Low,Resolved,1,3
TKT-000484,CUST-0081,2024-01-06,2025-12-18,Returns,Low,Closed,1,3
TKT-000485,CUST-0091,2024-08-07,2025-02-07,Technical Support,Medium,Closed,0,4
TKT-000486,CUST-0029,2025-03-28,2025-11-03,Technical Support,Medium,Resolved,1,4
TKT-000487,CUST-0037,2025-03-08,2024-02-20,Technical Support,Medium,In Progress,1,4
TKT-000488,CUST-0043,2025-01-20,2025-08-25,Product Inquiry,Medium,Closed,1,2
TKT-000489,CUST-0086,2025-09-10,2025-09-01,Product Inquiry,High,Resolved,1,5
TKT-000490,CUST-0064,2024-10-21,2025-04-14,Product Inquiry,Medium,Closed,0,3
TKT-000491,CUST-0024,2024-04-27,2025-10-31,Billing,Medium,Resolved,0,3
TKT-000492,CUST-0071,2025-02-08,2024-07-29,Returns,Low,Closed,0,4
TKT-000493,CUST-0034,2025-11-10,2024-07-29,Billing,Low,Closed,1,3
TKT-000494,CUST-0048,2025-08-16,2024-06-26,Product Inquiry,Low,Resolved,1,4
TKT-000495,CUST-0012,2025-07-19,2024-07-19,Returns,Medium,Resolved,1,4
TKT-000496,CUST-0023,2024-01-12,2025-05-08,Billing,High,Closed,0,4
TKT-000497,CUST-0079,2024-07-27,2025-06-04,Billing,Low,Resolved,1,4
TKT-000498,CUST-0097,2024-06-13,2025-05-27,Billing,Low,Closed,1,3
TKT-000499,CUST-0013,2024-10-20,2024-03-20,Product Inquiry,Low,Resolved,0,3
TKT-000500,CUST-0087,2025-06-02,2025-06-06,Technical Support,Low,Closed,1,5
TKT-000501,CUST-0096,2024-03-18,2025-08-29,Returns,High,Closed,0,4
TKT-000502,CUST-0045,2025-03-09,2024-05-09,Product Inquiry,Medium,Closed,0,4
TKT-000503,CUST-0099,2025-07-30,2024-03-29,Returns,Low,Closed,0,1
TKT-000504,CUST-0065,2025-09-05,2024-10-16,Product Inquiry,Medium,Closed,1,4
TKT-000505,CUST-0047,2025-11-13,2025-08-29,Billing,Medium,Closed,1,4
TKT-000506,CUST-0058,2024-03-17,2025-10-01,Billing,Medium,Closed,0,4
TKT-000507,CUST-0005,2024-02-17,2025-01-21,Technical Support,Low,Resolved,1,5
TKT-000508,CUST-0077,2024-03-22,2024-11-25,Technical Support,Medium,Closed,1,3
TKT-000509,CUST-0005,2024-07-27,2024-06-14,Returns,Low,Closed,1,3
TKT-000510,CUST-0060,2025-03-20,2024-11-14,Technical Support,High,Closed,0,5
TKT-000511,CUST-0096,2025-08-18,2025-01-19,Technical Support,Medium,Closed,1,5
TKT-000512,CUST-0021,2025-06-05,2024-12-27,Returns,Medium,Closed,1,2
TKT-000513,CUST-0024,2024-01-29,2024-04-12,Product Inquiry,Low,Closed,0,4
TKT-000514,CUST-0018,2024-10-30,2024-04-27,Technical Support,Low,Closed,1,3
TKT-000515,CUST-0021,2025-04-09,2026-01-13,Product Inquiry,Low,Closed,1,2
TKT-000516,CUST-0054,2025-05-16,2024-03-24,Billing,Critical,Closed,0,4
TKT-000517,CUST-0010,2025-03-21,2025-03-11,Technical Support,Low,Closed,1,2
TKT-000518,CUST-0024,2025-09-19,2024-10-25,Billing,Low,Resolved,0,5
TKT-000519,CUST-0085,2025-05-04,2024-06-09,Billing,Critical,Closed,1,4
TKT-000520,CUST-0089,2025-03-03,2024-05-23,Product Inquiry,Medium,In Progress,0,2
TKT-000521,CUST-0060,2025-07-12,2025-04-04,Returns,High,Closed,0,1
TKT-000522,CUST-0057,2024-12-24,2024-08-16,Technical Support,Low,Resolved,0,5
TKT-000523,CUST-0023,2024-03-31,2024-04-06,Product Inquiry,Medium,Closed,1,3
TKT-000524,CUST-0022,2024-02-22,2025-10-15,Returns,Low,Closed,1,4
TKT-000525,CUST-0068,2025-08-11,2025-03-01,Billing,High,In Progress,0,4
TKT-000526,CUST-0034,2024-07-22,2025-09-28,Technical Support,Low,Closed,0,4
TKT-000527,CUST-0070,2025-07-09,2024-09-08,Billing,Medium,Closed,1,4
TKT-000528,CUST-0028,2024-06-04,2025-05-09,Billing,High,Closed,1,2
TKT-000529,CUST-0095,2024-01-02,2024-12-12,Technical Support,Medium,In Progress,1,3
TKT-000530,CUST-0099,2024-12-22,2024-12-23,Returns,Medium,Closed,0,3
TKT-000531,CUST-0039,2025-07-22,2025-06-26,Returns,Low,Closed,1,4
TKT-000532,CUST-0042,2024-02-27,2025-01-22,Technical Support,Low,Resolved,1,4
TKT-000533,CUST-0023,2024-09-10,2025-11-26,Technical Support,Medium,Closed,1,3
TKT-000534,CUST-0070,2024-06-28,2024-04-25,Product Inquiry,Medium,Resolved,1,1
TKT-000535,CUST-0080,2025-05-07,2025-04-16,Product Inquiry,Critical,Closed,0,4
TKT-000536,CUST-0002,2025-10-30,2025-08-12,Billing,Medium,Resolved,0,4
TKT-000537,CUST-0024,2024-02-04,2025-11-09,Technical Support,Medium,Closed,1,5
TKT-000538,CUST-0017,2024-03-15,2025-06-26,Returns,High,Closed,1,4
TKT-000539,CUST-0065,2024-10-15,2025-01-01,Billing,Low,Closed,1,4
TKT-000540,CUST-0070,2025-01-05,2025-11-06,Billing,Medium,Closed,1,4
TKT-000541,CUST-0069,2025-08-09,2024-05-04,Billing,Low,Closed,1,5
TKT-000542,CUST-0060,2024-11-24,2024-04-18,Billing,Low,Closed,1,5
TKT-000543,CUST-0050,2025-08-12,2025-03-11,Returns,High,Closed,1,4
TKT-000544,CUST-0093,2024-10-30,2024-03-05,Billing,Medium,Closed,0,3
TKT-000545,CUST-0012,2025-08-01,2024-10-07,Technical Support,Medium,Closed,0,3
TKT-000546,CUST-0047,2024-08-08,2025-10-28,Product Inquiry,Medium,Closed,1,4
TKT-000547,CUST-0067,2024-06-12,2025-12-27,Returns,Medium,Closed,0,5
TKT-000548,CUST-0065,2025-04-24,2024-09-05,Technical Support,Low,Closed,0,4
TKT-000549,CUST-0027,2025-03-30,2025-02-07,Technical Support,Medium,Closed,0,2
TKT-000550,CUST-0048,2025-01-09,2024-03-25,Technical Support,Medium,Closed,0,5
TKT-000551,CUST-0088,2024-08-07,2024-07-30,Product Inquiry,High,In Progress,0,5
TKT-000552,CUST-0062,2025-11-14,2025-06-04,Product Inquiry,Low,Closed,1,3
TKT-000553,CUST-0044,2024-09-10,2025-08-03,Product Inquiry,Low,Closed,1,4
TKT-000554,CUST-0019,2024-07-06,2025-04-17,Technical Support,Medium,Closed,1,4
TKT-000555,CUST-0059,2024-07-09,2025-02-01,Product Inquiry,High,Resolved,1,5
TKT-000556,CUST-0008,2025-01-23,2026-01-13,Billing,Medium,Closed,1,5
TKT-000557,CUST-0055,2024-08-02,2024-07-15,Product Inquiry,Medium,Resolved,0,4
TKT-000558,CUST-0047,2025-01-09,2025-02-27,Returns,Critical,Closed,1,4
TKT-000559,CUST-0002,2024-03-26,2026-01-07,Technical Support,Critical,Resolved,0,5
TKT-000560,CUST-0094,2025-04-18,2025-12-25,Technical Support,Medium,Closed,1,4
TKT-000561,CUST-0094,2025-09-09,2025-04-10,Billing,Medium,Closed,1,4
TKT-000562,CUST-0039,2025-06-14,2026-01-06,Product Inquiry,Low,Closed,1,5
TKT-000563,CUST-0045,2024-02-16,2025-06-27,Product Inquiry,High,In Progress,1,3
TKT-000564,CUST-0032,2024-03-05,2025-08-31,Returns,Medium,Resolved,1,4
TKT-000565,CUST-0065,2025-04-19,2024-11-01,Billing,Critical,Closed,1,5
TKT-000566,CUST-0038,2024-05-25,2026-01-05,Returns,Low,Closed,0,5
TKT-000567,CUST-0077,2025-01-16,2024-06-01,Returns,Medium,Closed,1,4
TKT-000568,CUST-0011,2024-03-06,2024-06-19,Technical Support,Medium,Closed,1,3
TKT-000569,CUST-0010,2025-05-31,2025-04-13,Technical Support,Medium,Closed,0,4
TKT-000570,CUST-0059,2024-04-02,2025-02-03,Product Inquiry,Low,Closed,0,3
TKT-000571,CUST-0090,2025-03-01,2025-12-07,Product Inquiry,Medium,Resolved,1,3
TKT-000572,CUST-0055,2025-04-12,2024-04-01,Returns,High,Closed,0,5
TKT-000573,CUST-0020,2024-04-03,2025-02-20,Product Inquiry,Medium,Closed,0,3
TKT-000574,CUST-0081,2025-09-09,2024-03-19,Returns,Low,Closed,1,4
TKT-000575,CUST-0017,2024-05-12,2024-03-04,Product Inquiry,Medium,In Progress,0,4
TKT-000576,CUST-0068,2025-03-09,2025-06-18,Product Inquiry,Low,Resolved,1,5
TKT-000577,CUST-0005,2024-12-06,2024-08-26,Technical Support,Low,Closed,1,4
TKT-000578,CUST-0060,2024-11-09,2024-12-10,Technical Support,Medium,In Progress,1,2
TKT-000579,CUST-0023,2025-08-13,2024-08-20,Technical Support,High,Resolved,0,2
TKT-000580,CUST-0046,2024-07-30,2025-08-20,Technical Support,Medium,Closed,1,4
TKT-000581,CUST-0052,2025-06-03,2024-03-27,Billing,Medium,Closed,1,4
TKT-000582,CUST-0010,2024-06-07,2024-03-04,Technical Support,Low,In Progress,0,4
TKT-000583,CUST-0046,2024-09-24,2025-11-15,Billing,Medium,Closed,0,4
TKT-000584,CUST-0028,2025-10-22,2025-10-06,Technical Support,Low,Closed,1,2
TKT-000585,CUST-0097,2025-08-25,2024-07-27,Product Inquiry,Critical,Closed,0,4
TKT-000586,CUST-0043,2025-04-18,2025-06-27,Returns,High,Closed,1,4
TKT-000587,CUST-0026,2025-02-13,2025-01-13,Product Inquiry,Medium,In Progress,0,2
TKT-000588,CUST-0055,2025-04-18,2025-10-25,Product Inquiry,Medium,Closed,0,2
TKT-000589,CUST-0048,2024-12-21,2024-05-12,Billing,High,Closed,0,2
TKT-000590,CUST-0029,2025-11-10,2025-08-28,Technical Support,Medium,Resolved,1,2
TKT-000591,CUST-0027,2024-07-11,2025-09-21,Returns,Low,Closed,1,4
TKT-000592,CUST-0018,2025-11-29,2025-09-01,Returns,Low,Closed,0,3
TKT-000593,CUST-0060,2024-09-27,2025-09-10,Technical Support,Medium,In Progress,1,3
TKT-000594,CUST-0074,2024-04-23,2025-09-28,Billing,High,Closed,1,3
TKT-000595,CUST-0069,2025-06-06,2024-03-12,Billing,Low,Closed,1,5
TKT-000596,CUST-0074,2024-02-24,2024-06-30,Billing,Low,Closed,1,5
TKT-000597,CUST-0021,2024-03-05,2025-05-29,Returns,Medium,Closed,1,3
TKT-000598,CUST-0024,2025-11-14,2025-05-20,Billing,High,In Progress,1,4
TKT-000599,CUST-0003,2024-09-28,2024-12-17,Billing,Low,Closed,1,3
TKT-000600,CUST-0095,2025-05-16,2024-11-12,Returns,Low,Closed,1,4
