transaction_id,date_id,customer_id,location_id,product_category,quantity,unit_price,discount_amount,gross_revenue,net_revenue
TXN-000277,20250507,CUST-0073,LOC-003,Industrial Equipment,30,444.22,453.08,13326.6,12873.52
TXN-000278,20240315,CUST-0045,LOC-007,Office Supplies,38,465.32,941.57,17682.16,16740.59
TXN-000279,20250216,CUST-0100,LOC-009,Industrial Equipment,2,497.56,10.36,995.12,984.76
TXN-000280,20250110,CUST-0056,LOC-005,Industrial Equipment,15,103.47,120.84,1552.05,1431.21
TXN-000281,20250223,CUST-0084,LOC-006,Office Supplies,11,210.2,23.45,2312.2,2288.75
TXN-000282,20251229,CUST-0082,LOC-010,Electronics,8,383.95,368.76,3071.6,2702.84
TXN-000283,20241003,CUST-0057,LOC-002,Industrial Equipment,26,354.09,322.74,9206.34,8883.6
TXN-000284,20260130,CUST-0021,LOC-003,Industrial Equipment,45,93.87,342.16,4224.15,3881.99
TXN-000285,20251106,CUST-0068,LOC-003,Furniture,44,411.6,2390.79,18110.4,15719.61
TXN-000286,20250128,CUST-0050,LOC-009,Industrial Equipment,5,127.73,62.35,638.65,576.3
TXN-000287,20260518,CUST-0033,LOC-007,Office Supplies,6,127.43,61.12,764.58,703.46
TXN-000288,20250401,CUST-0091,LOC-008,Furniture,26,277.75,351.33,7221.5,6870.17
TXN-000289,20260708,CUST-0007,LOC-010,Electronics,4,304.61,60.86,1218.44,1157.58
TXN-000290,20240710,CUST-0070,LOC-009,Furniture,19,298.44,569.43,5670.36,5100.93
TXN-000291,20260108,CUST-0015,LOC-006,Office Supplies,20,63.91,190.61,1278.2,1087.59
TXN-000292,20251119,CUST-0082,LOC-004,Office Supplies,33,441.18,1445.35,14558.94,13113.59
TXN-000293,20240408,CUST-0032,LOC-001,Furniture,20,147.49,246.8,2949.8,2703.0
TXN-000294,20250701,CUST-0075,LOC-008,Electronics,49,82.17,441.28,4026.33,3585.05
TXN-000295,20240405,CUST-0020,LOC-007,Furniture,12,446.6,373.97,5359.2,4985.23
TXN-000296,20251025,CUST-0088,LOC-002,Electronics,47,478.71,202.97,22499.37,22296.4
TXN-000297,20251024,CUST-0015,LOC-008,Furniture,1,433.82,36.59,433.82,397.23
TXN-000298,20240708,CUST-0048,LOC-005,Office Supplies,26,408.57,1525.9,10622.82,9096.92
TXN-000299,20260105,CUST-0071,LOC-007,Industrial Equipment,14,334.52,123.15,4683.28,4560.13
TXN-000300,20240206,CUST-0021,LOC-004,Industrial Equipment,38,284.41,1118.59,10807.58,9688.99
TXN-000301,20260218,CUST-0042,LOC-005,Electronics,37,61.75,68.86,2284.75,2215.89
TXN-000302,20250103,CUST-0026,LOC-008,Electronics,11,216.06,191.02,2376.66,2185.64
TXN-000303,20251125,CUST-0014,LOC-001,Electronics,36,198.89,103.83,7160.04,7056.21
TXN-000304,20250608,CUST-0057,LOC-001,Office Supplies,13,144.68,127.06,1880.84,1753.78
TXN-000305,20241005,CUST-0037,LOC-004,Furniture,43,367.24,1791.12,15791.32,14000.2
TXN-000306,20240804,CUST-0058,LOC-003,Office Supplies,3,258.02,40.36,774.06,733.7
TXN-000307,20260516,CUST-0021,LOC-010,Industrial Equipment,33,58.9,193.86,1943.7,1749.84
TXN-000308,20260522,CUST-0082,LOC-002,Electronics,6,125.69,89.98,754.14,664.16
TXN-000309,20260308,CUST-0069,LOC-003,Furniture,10,347.96,483.93,3479.6,2995.67
TXN-000310,20240929,CUST-0003,LOC-001,Industrial Equipment,5,56.54,9.95,282.7,272.75
TXN-000311,20260530,CUST-0087,LOC-001,Industrial Equipment,23,428.58,590.43,9857.34,9266.91
TXN-000312,20240302,CUST-0090,LOC-006,Industrial Equipment,10,257.67,58.91,2576.7,2517.79
TXN-000313,20250818,CUST-0037,LOC-005,Office Supplies,44,250.68,1642.05,11029.92,9387.87
TXN-000314,20260529,CUST-0088,LOC-008,Electronics,2,304.36,84.64,608.72,524.08
TXN-000315,20251229,CUST-0049,LOC-002,Industrial Equipment,13,415.85,437.86,5406.05,4968.19
TXN-000316,20241207,CUST-0019,LOC-004,Electronics,40,186.95,944.51,7478.0,6533.49
TXN-000317,20250131,CUST-0089,LOC-008,Office Supplies,2,345.45,53.99,690.9,636.91
TXN-000318,20251129,CUST-0085,LOC-006,Industrial Equipment,20,291.55,545.42,5831.0,5285.58
TXN-000319,20240119,CUST-0012,LOC-001,Office Supplies,1,148.17,1.98,148.17,146.19
TXN-000320,20240625,CUST-0061,LOC-004,Office Supplies,37,441.74,1851.66,16344.38,14492.72
TXN-000321,20250903,CUST-0041,LOC-001,Electronics,9,402.76,69.44,3624.84,3555.4
TXN-000322,20250130,CUST-0033,LOC-002,Industrial Equipment,17,336.06,707.9,5713.02,5005.12
TXN-000323,20250320,CUST-0050,LOC-005,Office Supplies,9,428.28,452.15,3854.52,3402.37
TXN-000324,20240820,CUST-0068,LOC-008,Industrial Equipment,11,436.3,510.22,4799.3,4289.08
TXN-000325,20260703,CUST-0071,LOC-008,Electronics,15,360.01,29.29,5400.15,5370.86
TXN-000326,20240316,CUST-0086,LOC-003,Office Supplies,24,421.77,460.26,10122.48,9662.22
TXN-000327,20240921,CUST-0033,LOC-004,Electronics,38,354.79,532.09,13482.02,12949.93
TXN-000328,20250330,CUST-0081,LOC-010,Industrial Equipment,35,346.47,655.08,12126.45,11471.37
TXN-000329,20260306,CUST-0024,LOC-006,Industrial Equipment,30,316.93,124.99,9507.9,9382.91
TXN-000330,20251218,CUST-0061,LOC-010,Electronics,31,381.3,1661.27,11820.3,10159.03
TXN-000331,20260104,CUST-0061,LOC-003,Furniture,49,96.13,391.29,4710.37,4319.08
TXN-000332,20250118,CUST-0098,LOC-002,Office Supplies,5,442.82,101.47,2214.1,2112.63
TXN-000333,20250717,CUST-0028,LOC-006,Industrial Equipment,44,438.48,1148.85,19293.12,18144.27
TXN-000334,20260430,CUST-0058,LOC-005,Industrial Equipment,14,34.04,31.97,476.56,444.59
TXN-000335,20250520,CUST-0043,LOC-010,Office Supplies,11,416.39,412.63,4580.29,4167.66
TXN-000336,20250101,CUST-0041,LOC-005,Electronics,9,81.86,56.99,736.74,679.75
TXN-000337,20240523,CUST-0039,LOC-010,Electronics,34,180.86,848.03,6149.24,5301.21
TXN-000338,20260603,CUST-0086,LOC-005,Electronics,12,376.88,337.13,4522.56,4185.43
TXN-000339,20240309,CUST-0049,LOC-010,Furniture,35,97.16,506.09,3400.6,2894.51
TXN-000340,20240408,CUST-0017,LOC-005,Furniture,35,412.62,1844.4,14441.7,12597.3
TXN-000341,20250130,CUST-0098,LOC-003,Industrial Equipment,1,419.42,13.12,419.42,406.3
TXN-000342,20240125,CUST-0070,LOC-007,Electronics,40,263.58,1471.72,10543.2,9071.48
TXN-000343,20260609,CUST-0070,LOC-006,Office Supplies,22,23.07,8.86,507.54,498.68
TXN-000344,20250413,CUST-0098,LOC-004,Industrial Equipment,29,157.78,561.05,4575.62,4014.57
TXN-000345,20250428,CUST-0065,LOC-002,Office Supplies,8,316.12,144.39,2528.96,2384.57
TXN-000346,20250718,CUST-0074,LOC-009,Industrial Equipment,11,490.97,711.25,5400.67,4689.42
TXN-000347,20240530,CUST-0085,LOC-001,Furniture,41,323.27,1725.79,13254.07,11528.28
TXN-000348,20240523,CUST-0005,LOC-004,Industrial Equipment,37,144.71,647.27,5354.27,4707.0
TXN-000349,20250722,CUST-0002,LOC-001,Furniture,14,324.32,538.07,4540.48,4002.41
TXN-000350,20240208,CUST-0022,LOC-006,Industrial Equipment,30,279.19,382.79,8375.7,7992.91
TXN-000351,20240418,CUST-0057,LOC-004,Electronics,35,394.33,167.52,13801.55,13634.03
TXN-000352,20251123,CUST-0066,LOC-005,Office Supplies,21,71.35,90.57,1498.35,1407.78
TXN-000353,20240211,CUST-0074,LOC-005,Electronics,37,385.29,371.06,14255.73,13884.67
TXN-000354,20240704,CUST-0098,LOC-009,Industrial Equipment,5,279.81,145.84,1399.05,1253.21
TXN-000355,20260723,CUST-0016,LOC-001,Industrial Equipment,19,482.24,475.67,9162.56,8686.89
TXN-000356,20250201,CUST-0051,LOC-002,Industrial Equipment,14,184.1,377.18,2577.4,2200.22
TXN-000357,20240810,CUST-0039,LOC-006,Furniture,26,323.66,809.08,8415.16,7606.08
TXN-000358,20250925,CUST-0086,LOC-005,Office Supplies,4,467.37,230.64,1869.48,1638.84
TXN-000359,20240512,CUST-0076,LOC-007,Office Supplies,25,69.2,34.39,1730.0,1695.61
TXN-000360,20240611,CUST-0088,LOC-003,Industrial Equipment,45,469.87,2733.98,21144.15,18410.17
TXN-000361,20240802,CUST-0040,LOC-003,Industrial Equipment,42,350.19,2035.78,14707.98,12672.2
TXN-000362,20260102,CUST-0038,LOC-010,Furniture,25,52.56,96.0,1314.0,1218.0
TXN-000363,20240822,CUST-0060,LOC-002,Electronics,18,164.46,269.2,2960.28,2691.08
TXN-000364,20260422,CUST-0059,LOC-003,Electronics,40,359.92,1651.62,14396.8,12745.18
TXN-000365,20251019,CUST-0010,LOC-010,Office Supplies,8,52.33,10.98,418.64,407.66
TXN-000366,20260120,CUST-0099,LOC-001,Furniture,39,299.44,880.36,11678.16,10797.8
TXN-000367,20250810,CUST-0064,LOC-005,Industrial Equipment,40,186.02,444.96,7440.8,6995.84
TXN-000368,20240109,CUST-0063,LOC-005,Office Supplies,14,318.04,97.76,4452.56,4354.8
TXN-000369,20240314,CUST-0049,LOC-007,Furniture,32,41.96,74.02,1342.72,1268.7
TXN-000370,20250506,CUST-0064,LOC-004,Electronics,38,438.34,170.33,16656.92,16486.59
TXN-000371,20260701,CUST-0032,LOC-003,Furniture,33,487.27,62.26,16079.91,16017.65
TXN-000372,20240909,CUST-0007,LOC-001,Electronics,23,485.06,226.19,11156.38,10930.19
TXN-000373,20240817,CUST-0021,LOC-008,Furniture,15,379.83,823.1,5697.45,4874.35
TXN-000374,20250602,CUST-0020,LOC-003,Office Supplies,33,82.44,224.25,2720.52,2496.27
TXN-000375,20240622,CUST-0026,LOC-002,Electronics,25,383.97,1390.68,9599.25,8208.57
TXN-000376,20251014,CUST-0068,LOC-004,Office Supplies,17,31.8,35.07,540.6,505.53
TXN-000377,20240616,CUST-0086,LOC-003,Office Supplies,33,30.62,47.26,1010.46,963.2
TXN-000378,20240618,CUST-0015,LOC-001,Electronics,47,175.33,625.63,8240.51,7614.88
TXN-000379,20250127,CUST-0085,LOC-003,Electronics,2,254.55,33.56,509.1,475.54
TXN-000380,20260305,CUST-0079,LOC-002,Industrial Equipment,14,389.8,86.49,5457.2,5370.71
TXN-000381,20250925,CUST-0086,LOC-008,Industrial Equipment,40,347.98,1337.97,13919.2,12581.23
TXN-000382,20240712,CUST-0092,LOC-006,Industrial Equipment,40,234.03,303.36,9361.2,9057.84
TXN-000383,20250531,CUST-0014,LOC-009,Office Supplies,39,151.34,548.55,5902.26,5353.71
TXN-000384,20240129,CUST-0027,LOC-008,Office Supplies,6,498.62,291.78,2991.72,2699.94
TXN-000385,20240613,CUST-0040,LOC-010,Industrial Equipment,6,224.57,30.73,1347.42,1316.69
TXN-000386,20250225,CUST-0058,LOC-003,Office Supplies,3,236.67,6.53,710.01,703.48
TXN-000387,20241204,CUST-0028,LOC-005,Office Supplies,7,98.54,80.78,689.78,609.0
TXN-000388,20251009,CUST-0026,LOC-007,Electronics,8,401.51,221.54,3212.08,2990.54
TXN-000389,20250510,CUST-0063,LOC-005,Electronics,42,352.97,129.34,14824.74,14695.4
TXN-000390,20241230,CUST-0066,LOC-008,Office Supplies,15,125.97,281.98,1889.55,1607.57
TXN-000391,20260412,CUST-0025,LOC-005,Industrial Equipment,47,59.54,24.25,2798.38,2774.13
TXN-000392,20241207,CUST-0003,LOC-001,Furniture,29,346.64,1048.03,10052.56,9004.53
TXN-000393,20250514,CUST-0072,LOC-005,Industrial Equipment,33,334.17,1627.14,11027.61,9400.47
TXN-000394,20251018,CUST-0044,LOC-004,Furniture,30,151.16,162.7,4534.8,4372.1
TXN-000395,20250525,CUST-0097,LOC-006,Industrial Equipment,39,476.41,396.45,18579.99,18183.54
TXN-000396,20241122,CUST-0042,LOC-003,Electronics,27,92.51,45.48,2497.77,2452.29
TXN-000397,20240804,CUST-0099,LOC-005,Office Supplies,36,227.52,372.61,8190.72,7818.11
TXN-000398,20241027,CUST-0006,LOC-002,Office Supplies,29,472.94,207.88,13715.26,13507.38
TXN-000399,20240511,CUST-0039,LOC-006,Electronics,38,221.47,873.77,8415.86,7542.09
TXN-000400,20260314,CUST-0052,LOC-006,Furniture,33,326.49,100.67,10774.17,10673.5
TXN-000401,20240310,CUST-0023,LOC-005,Furniture,37,210.85,596.13,7801.45,7205.32
TXN-000402,20240908,CUST-0089,LOC-006,Furniture,27,151.62,612.03,4093.74,3481.71
TXN-000403,20250218,CUST-0050,LOC-007,Electronics,33,492.31,1983.59,16246.23,14262.64
TXN-000404,20260225,CUST-0043,LOC-005,Furniture,4,216.48,79.91,865.92,786.01
TXN-000405,20250320,CUST-0019,LOC-001,Electronics,22,449.17,453.95,9881.74,9427.79
TXN-000406,20260525,CUST-0069,LOC-008,Industrial Equipment,2,130.38,24.4,260.76,236.36
TXN-000407,20240630,CUST-0051,LOC-004,Industrial Equipment,10,122.29,96.68,1222.9,1126.22
TXN-000408,20240615,CUST-0011,LOC-009,Electronics,5,34.94,11.17,174.7,163.53
TXN-000409,20240331,CUST-0012,LOC-010,Office Supplies,10,332.8,65.25,3328.0,3262.75
TXN-000410,20251214,CUST-0074,LOC-006,Industrial Equipment,33,196.89,864.09,6497.37,5633.28
TXN-000411,20260507,CUST-0008,LOC-001,Furniture,38,434.89,1114.96,16525.82,15410.86
TXN-000412,20250614,CUST-0024,LOC-003,Electronics,13,247.14,93.79,3212.82,3119.03
TXN-000413,20240208,CUST-0092,LOC-003,Furniture,31,484.73,828.93,15026.63,14197.7
TXN-000414,20240505,CUST-0041,LOC-010,Furniture,47,109.05,318.38,5125.35,4806.97
TXN-000415,20250326,CUST-0036,LOC-004,Office Supplies,36,436.94,1952.56,15729.84,13777.28
TXN-000416,20240621,CUST-0085,LOC-006,Furniture,45,392.77,1944.96,17674.65,15729.69
TXN-000417,20251014,CUST-0072,LOC-007,Office Supplies,24,390.04,1080.21,9360.96,8280.75
TXN-000418,20260123,CUST-0055,LOC-010,Industrial Equipment,15,425.5,10.56,6382.5,6371.94
TXN-000419,20240807,CUST-0009,LOC-004,Electronics,29,385.29,697.48,11173.41,10475.93
TXN-000420,20250929,CUST-0047,LOC-006,Furniture,8,320.59,185.18,2564.72,2379.54
TXN-000421,20240227,CUST-0015,LOC-001,Electronics,5,83.0,1.19,415.0,413.81
TXN-000422,20251021,CUST-0048,LOC-008,Furniture,29,35.61,40.25,1032.69,992.44
TXN-000423,20250420,CUST-0082,LOC-007,Electronics,47,462.01,2476.39,21714.47,19238.08
TXN-000424,20250331,CUST-0042,LOC-009,Furniture,4,315.99,26.0,1263.96,1237.96
TXN-000425,20260408,CUST-0060,LOC-003,Furniture,12,402.34,387.68,4828.08,4440.4
TXN-000426,20260613,CUST-0084,LOC-002,Furniture,45,251.13,364.79,11300.85,10936.06
TXN-000427,20241226,CUST-0070,LOC-001,Furniture,2,76.31,0.28,152.62,152.34
TXN-000428,20260723,CUST-0012,LOC-003,Furniture,27,80.09,78.24,2162.43,2084.19
TXN-000429,20240101,CUST-0002,LOC-005,Furniture,31,349.07,1584.01,10821.17,9237.16
TXN-000430,20250121,CUST-0007,LOC-002,Furniture,36,226.55,980.58,8155.8,7175.22
TXN-000431,20241213,CUST-0080,LOC-003,Furniture,36,116.25,602.37,4185.0,3582.63
TXN-000432,20240708,CUST-0003,LOC-004,Furniture,26,255.97,487.02,6655.22,6168.2
TXN-000433,20250519,CUST-0003,LOC-007,Electronics,43,50.82,35.97,2185.26,2149.29
TXN-000434,20240709,CUST-0027,LOC-003,Office Supplies,27,299.35,664.33,8082.45,7418.12
TXN-000435,20250522,CUST-0040,LOC-009,Furniture,5,149.12,50.82,745.6,694.78
TXN-000436,20250103,CUST-0033,LOC-008,Office Supplies,20,402.83,1020.4,8056.6,7036.2
TXN-000437,20250212,CUST-0092,LOC-004,Furniture,11,168.97,27.35,1858.67,1831.32
TXN-000438,20260403,CUST-0001,LOC-001,Furniture,10,238.51,174.68,2385.1,2210.42
TXN-000439,20260717,CUST-0008,LOC-001,Electronics,40,25.58,23.03,1023.2,1000.17
TXN-000440,20260722,CUST-0032,LOC-001,Industrial Equipment,38,54.77,101.36,2081.26,1979.9
TXN-000441,20240426,CUST-0048,LOC-001,Industrial Equipment,6,208.4,138.3,1250.4,1112.1
TXN-000442,20240513,CUST-0004,LOC-008,Electronics,8,250.37,143.02,2002.96,1859.94
TXN-000443,20240227,CUST-0094,LOC-003,Office Supplies,23,308.01,399.43,7084.23,6684.8
TXN-000444,20250709,CUST-0070,LOC-006,Industrial Equipment,47,160.0,444.97,7520.0,7075.03
TXN-000445,20251115,CUST-0019,LOC-003,Electronics,26,353.59,633.58,9193.34,8559.76
TXN-000446,20251102,CUST-0032,LOC-005,Electronics,46,432.86,2344.64,19911.56,17566.92
TXN-000447,20240621,CUST-0009,LOC-007,Industrial Equipment,43,394.33,2268.95,16956.19,14687.24
TXN-000448,20260408,CUST-0012,LOC-002,Office Supplies,12,39.02,67.1,468.24,401.14
TXN-000449,20260325,CUST-0011,LOC-006,Electronics,26,250.64,769.19,6516.64,5747.45
TXN-000450,20240528,CUST-0046,LOC-006,Furniture,13,70.37,43.28,914.81,871.53
TXN-000451,20240320,CUST-0016,LOC-003,Office Supplies,40,136.18,562.26,5447.2,4884.94
TXN-000452,20260604,CUST-0001,LOC-006,Office Supplies,18,493.6,583.2,8884.8,8301.6
TXN-000453,20240731,CUST-0063,LOC-010,Industrial Equipment,25,88.4,84.42,2210.0,2125.58
TXN-000454,20240721,CUST-0021,LOC-010,Industrial Equipment,33,259.47,1080.0,8562.51,7482.51
TXN-000455,20260202,CUST-0030,LOC-005,Furniture,47,316.71,85.8,14885.37,14799.57
TXN-000456,20240816,CUST-0013,LOC-002,Electronics,40,357.18,1932.55,14287.2,12354.65
TXN-000457,20251106,CUST-0034,LOC-009,Industrial Equipment,43,288.63,859.12,12411.09,11551.97
TXN-000458,20240814,CUST-0004,LOC-008,Industrial Equipment,12,24.69,28.32,296.28,267.96
TXN-000459,20251020,CUST-0028,LOC-003,Office Supplies,44,176.7,768.95,7774.8,7005.85
TXN-000460,20250615,CUST-0095,LOC-008,Industrial Equipment,36,268.5,1297.83,9666.0,8368.17
TXN-000461,20250316,CUST-0059,LOC-009,Industrial Equipment,48,62.18,285.03,2984.64,2699.61
TXN-000462,20250205,CUST-0027,LOC-003,Industrial Equipment,4,188.3,69.36,753.2,683.84
TXN-000463,20240216,CUST-0069,LOC-003,Industrial Equipment,5,35.94,1.8,179.7,177.9
TXN-000464,20240820,CUST-0025,LOC-002,Office Supplies,37,57.72,166.07,2135.64,1969.57
TXN-000465,20241031,CUST-0003,LOC-008,Furniture,8,210.52,37.94,1684.16,1646.22
TXN-000466,20250609,CUST-0097,LOC-010,Furniture,42,83.7,388.86,3515.4,3126.54
TXN-000467,20240522,CUST-0068,LOC-001,Electronics,49,292.42,1100.91,14328.58,13227.67
TXN-000468,20250218,CUST-0025,LOC-008,Industrial Equipment,28,350.94,1002.62,9826.32,8823.7
TXN-000469,20250527,CUST-0020,LOC-007,Office Supplies,31,404.28,78.34,12532.68,12454.34
TXN-000470,20250107,CUST-0034,LOC-007,Electronics,9,116.07,13.29,1044.63,1031.34
TXN-000471,20250719,CUST-0026,LOC-003,Electronics,29,100.39,312.82,2911.31,2598.49
TXN-000472,20260604,CUST-0005,LOC-001,Furniture,14,70.19,10.63,982.66,972.03
TXN-000473,20240915,CUST-0099,LOC-004,Office Supplies,40,325.49,139.16,13019.6,12880.44
TXN-000474,20251017,CUST-0061,LOC-009,Office Supplies,41,359.11,26.74,14723.51,14696.77
TXN-000475,20250415,CUST-0092,LOC-005,Office Supplies,22,35.16,110.98,773.52,662.54
TXN-000476,20240112,CUST-0093,LOC-001,Furniture,11,469.38,571.18,5163.18,4592.0
TXN-000477,20241125,CUST-0009,LOC-005,Furniture,23,44.95,54.78,1033.85,979.07
TXN-000478,20260105,CUST-0050,LOC-008,Furniture,1,279.82,12.45,279.82,267.37
TXN-000479,20260222,CUST-0006,LOC-008,Furniture,46,360.35,869.51,16576.1,15706.59
TXN-000480,20241223,CUST-0083,LOC-005,Furniture,37,438.07,1883.41,16208.59,14325.18
TXN-000481,20250211,CUST-0060,LOC-009,Industrial Equipment,21,362.76,755.74,7617.96,6862.22
TXN-000482,20251029,CUST-0044,LOC-001,Industrial Equipment,26,404.83,292.39,10525.58,10233.19
TXN-000483,20250107,CUST-0011,LOC-004,Office Supplies,46,182.94,219.78,8415.24,8195.46
TXN-000484,20240108,CUST-0066,LOC-003,Electronics,36,411.12,218.44,14800.32,14581.88
TXN-000485,20240501,CUST-0047,LOC-002,Office Supplies,23,58.46,133.17,1344.58,1211.41
TXN-000486,20241213,CUST-0073,LOC-008,Electronics,1,449.51,51.54,449.51,397.97
TXN-000487,20251106,CUST-0085,LOC-007,Furniture,40,282.84,449.79,11313.6,10863.81
TXN-000488,20240330,CUST-0088,LOC-009,Electronics,15,412.3,19.43,6184.5,6165.07
TXN-000489,20251009,CUST-0098,LOC-002,Office Supplies,21,237.11,61.37,4979.31,4917.94
TXN-000490,20251128,CUST-0086,LOC-004,Office Supplies,47,328.92,2244.36,15459.24,13214.88
TXN-000491,20241111,CUST-0003,LOC-006,Electronics,9,272.67,108.75,2454.03,2345.28
TXN-000492,20240626,CUST-0076,LOC-003,Industrial Equipment,9,371.16,385.43,3340.44,2955.01
TXN-000493,20250623,CUST-0092,LOC-008,Furniture,10,59.18,55.45,591.8,536.35
TXN-000494,20260101,CUST-0030,LOC-003,Furniture,26,48.97,72.94,1273.22,1200.28
TXN-000495,20260518,CUST-0090,LOC-002,Office Supplies,41,138.61,175.34,5683.01,5507.67
TXN-000496,20240210,CUST-0021,LOC-003,Industrial Equipment,35,96.58,61.55,3380.3,3318.75
TXN-000497,20260109,CUST-0028,LOC-006,Electronics,25,438.46,1011.22,10961.5,9950.28
TXN-000498,20251204,CUST-0090,LOC-002,Furniture,26,125.22,378.3,3255.72,2877.42
TXN-000499,20260711,CUST-0062,LOC-008,Industrial Equipment,11,488.42,518.92,5372.62,4853.7
TXN-000500,20250516,CUST-0033,LOC-001,Furniture,38,181.71,549.26,6904.98,6355.72
